Subject ID,Player Name,Group,Time from TOA (months),Chronological Age,Height (cm),Sitting Height (cm),Leg Length (cm),Weight (kg),TOA Age,TOA Height,PHVA Age,PHVA Height,FHA Age,FHA Height,Maturity Offset,Growth Tempo,Father's Height (cm),Mother's Height (cm),Predicted Adult Height (cm),A,B,C,D,% Pred Adult Height,Bio Band
Middle_7,Isaac Flores,Middle,51,14.45,158.65,79.35,86.55,43.21,10.2,136.49,15.63,161.45,18.63,169.52,-1.18,3.92,176.9,165.2,175.25,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_7,Isaac Flores,Middle,54,14.7,159.63,79.85,87.52,43.35,10.2,136.49,15.71,161.97,18.71,198.08,-1.01,7.24,176.9,165.2,175.85,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_7,Isaac Flores,Middle,57,14.95,161.44,80.26,88.03,44.39,10.2,136.49,15.80,162.82,18.80,180.85,-0.85,5.16,176.9,165.2,176.94,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Middle_7,Isaac Flores,Middle,60,15.2,162.73,80.93,89.11,44.49,10.2,136.49,15.85,160.32,18.85,181.14,-0.65,5.16,176.9,165.2,172.97,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Middle_8,Jayden Scott,Middle,0,10.39,139.5,70.59,68,39.55,10.39,139.50,14.20,165.90,17.20,137.05,-3.81,-0.36,184.9,174.3,186.68,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_8,Jayden Scott,Middle,3,10.64,139.41,71.12,68.72,40.37,10.39,139.50,14.30,166.15,17.30,192.30,-3.66,7.64,184.9,174.3,186.58,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_8,Jayden Scott,Middle,6,10.89,141.32,73.35,70.26,40.62,10.39,139.50,14.23,166.90,17.23,208.74,-3.34,10.12,184.9,174.3,188.29,-10.83,0.90,-0.00348,0.50,0.75,Pre-Pubertal
Middle_8,Jayden Scott,Middle,9,11.14,143.85,74.12,72.3,41.71,10.39,139.50,14.30,165.56,17.30,173.22,-3.16,4.88,184.9,174.3,185.56,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_8,Jayden Scott,Middle,12,11.39,145.07,74.64,73.16,41.69,10.39,139.50,14.39,166.34,17.39,154.90,-3.00,2.20,184.9,174.3,186.46,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_8,Jayden Scott,Middle,15,11.64,145.62,75.4,74.12,42.42,10.39,139.50,14.46,166.76,17.46,202.82,-2.82,8.96,184.9,174.3,186.86,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_8,Jayden Scott,Middle,18,11.89,147.86,76.62,75.45,43.87,10.39,139.50,14.47,167.74,17.47,155.36,-2.58,2.24,184.9,174.3,188.50,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Middle_8,Jayden Scott,Middle,21,12.14,148.42,77.22,76.45,43.22,10.39,139.50,14.55,165.58,17.55,197.06,-2.41,8.04,184.9,174.3,184.39,-8.61,0.64,-0.00167,0.62,0.80,Pre-Pubertal
Middle_8,Jayden Scott,Middle,24,12.39,150.43,78.18,78.37,44.9,10.39,139.50,14.58,166.41,17.58,168.57,-2.19,4.04,184.9,174.3,185.66,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Middle_8,Jayden Scott,Middle,27,12.64,151.44,79.71,79.53,45.57,10.39,139.50,14.55,166.70,17.55,193.37,-1.91,7.52,184.9,174.3,186.30,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Middle_8,Jayden Scott,Middle,30,12.89,153.32,79.8,80.3,46.45,10.39,139.50,14.68,167.75,17.68,213.30,-1.79,10.12,184.9,174.3,187.49,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_8,Jayden Scott,Middle,33,13.14,155.85,81.49,81.52,46.26,10.39,139.50,14.62,165.48,17.62,157.15,-1.48,2.44,184.9,174.3,183.89,-7.13,0.59,-0.00116,0.61,0.85,Pre-Pubertal
Middle_8,Jayden Scott,Middle,36,13.39,156.46,81.43,83.01,47.33,10.39,139.50,14.77,166.05,17.77,174.03,-1.38,4.68,184.9,174.3,184.25,-7.13,0.59,-0.00116,0.61,0.85,Pre-Pubertal
Middle_8,Jayden Scott,Middle,39,13.64,157.63,82.42,84.31,47.86,10.39,139.50,14.79,166.51,17.79,172.94,-1.15,4.52,184.9,174.3,184.93,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
Middle_8,Jayden Scott,Middle,42,13.89,158.76,82.98,85.4,49.46,10.39,139.50,14.86,167.07,17.86,226.10,-0.97,11.60,184.9,174.3,185.59,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_8,Jayden Scott,Middle,45,14.14,161.66,84.64,86.47,49.63,10.39,139.50,14.78,164.60,17.78,143.94,-0.64,0.60,184.9,174.3,181.74,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Middle_8,Jayden Scott,Middle,48,14.39,161.81,85.81,88.13,50.61,10.39,139.50,14.77,164.62,17.77,196.18,-0.38,7.68,184.9,174.3,181.83,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Middle_8,Jayden Scott,Middle,51,14.64,163.73,86.6,88.89,50.48,10.39,139.50,14.80,165.38,17.80,181.59,-0.16,5.68,184.9,174.3,182.99,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Middle_8,Jayden Scott,Middle,54,14.89,165.15,87.71,90.67,51.17,10.39,139.50,14.79,165.86,17.79,208.73,0.10,9.36,184.9,174.3,183.85,-5.76,0.61,-0.00083,0.55,0.90,PHV Initial Stage
Middle_8,Jayden Scott,Middle,57,15.14,167.49,88.45,91.64,51.88,10.39,139.50,14.82,163.56,17.82,154.95,0.32,2.08,184.9,174.3,179.86,-4.51,0.69,-0.00059,0.43,0.93,PHV Second Stage
Middle_8,Jayden Scott,Middle,60,15.39,168.01,89.74,93.12,52.75,10.39,139.50,14.77,163.67,17.77,154.86,0.62,2.08,184.9,174.3,180.21,-4.51,0.69,-0.00059,0.43,0.93,PHV Second Stage
Middle_9,Wyatt Torres,Middle,0,10.29,137.9,70.57,68.19,32.36,10.29,137.90,14.14,162.98,17.14,197.94,-3.85,8.76,177.6,170.1,182.51,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,3,10.54,140.09,71.15,69.32,33.63,10.29,137.90,14.24,164.35,17.24,146.52,-3.70,1.24,177.6,170.1,184.44,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,6,10.79,140.4,72.74,70.19,34.1,10.29,137.90,14.23,164.49,17.23,198.45,-3.44,8.72,177.6,170.1,184.71,-10.83,0.90,-0.00348,0.50,0.76,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,9,11.04,142.58,73.57,71.34,35.23,10.29,137.90,14.30,162.75,17.30,176.58,-3.26,5.52,177.6,170.1,181.35,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,12,11.29,143.96,74.26,72.93,35.84,10.29,137.90,14.37,163.53,17.37,156.03,-3.08,2.56,177.6,170.1,182.36,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,15,11.54,144.6,74.91,73.79,35.6,10.29,137.90,14.45,164.01,17.45,192.04,-2.91,7.56,177.6,170.1,182.84,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,18,11.79,146.49,75.99,74.63,37.14,10.29,137.90,14.48,164.90,17.48,177.03,-2.69,5.44,177.6,170.1,184.22,-10.01,0.74,-0.00242,0.58,0.80,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,21,12.04,147.85,77.17,76.58,38.03,10.29,137.90,14.50,162.77,17.50,162.99,-2.46,3.48,177.6,170.1,180.49,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,24,12.29,148.72,77.79,77.61,38.79,10.29,137.90,14.57,163.27,17.57,170.23,-2.28,4.44,177.6,170.1,181.04,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,27,12.54,149.83,77.93,79.07,40.54,10.29,137.90,14.70,163.98,17.70,187.39,-2.16,6.68,177.6,170.1,181.73,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,30,12.79,151.5,78.97,80.18,40.04,10.29,137.90,14.72,164.68,17.72,183.98,-1.93,6.20,177.6,170.1,182.81,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Middle_9,Wyatt Torres,Middle,33,13.04,153.05,79.85,81.45,42.72,10.29,137.90,14.76,162.34,17.76,166.89,-1.72,3.88,177.6,170.1,178.73,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,36,13.29,154.02,80.48,82.6,42.68,10.29,137.90,14.83,162.83,17.83,173.47,-1.54,4.72,177.6,170.1,179.31,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,39,13.54,155.2,81.11,84.24,42.74,10.29,137.90,14.89,163.39,17.89,202.97,-1.35,8.56,177.6,170.1,180.01,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,42,13.79,157.34,82.7,85.06,44.3,10.29,137.90,14.84,164.02,17.84,149.07,-1.05,1.48,177.6,170.1,181.26,-7.13,0.59,-0.00116,0.61,0.87,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,45,14.04,157.71,83.46,86.57,44.23,10.29,137.90,14.88,161.07,17.88,165.52,-0.84,3.64,177.6,170.1,176.21,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,48,14.29,158.62,84.34,87.56,45.18,10.29,137.90,14.90,161.45,17.90,171.70,-0.61,4.44,177.6,170.1,176.76,-5.76,0.61,-0.00083,0.55,0.90,PHV Initial Stage
Middle_9,Wyatt Torres,Middle,51,14.54,159.73,84.99,89.51,45.7,10.29,137.90,14.96,161.96,17.96,191.57,-0.42,7.00,177.6,170.1,177.43,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Middle_9,Wyatt Torres,Middle,54,14.79,161.48,86.12,90.1,47.09,10.29,137.90,14.94,162.58,17.94,160.25,-0.15,2.92,177.6,170.1,178.49,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Middle_9,Wyatt Torres,Middle,57,15.04,162.21,86.66,91.3,48.08,10.29,137.90,15.01,159.84,18.01,211.66,0.03,9.56,177.6,170.1,173.80,-4.51,0.69,-0.00059,0.43,0.93,PHV Second Stage
Middle_9,Wyatt Torres,Middle,60,15.29,164.6,88.14,92.76,48.6,10.29,137.90,14.94,160.71,17.94,211.03,0.35,9.56,177.6,170.1,175.43,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Middle_10,Leo Jenkins,Middle,0,10.39,137.59,70.52,67.08,37.61,10.39,137.59,14.21,160.32,17.21,189.15,-3.82,7.56,174.5,157.4,178.17,-10.83,0.90,-0.00348,0.50,0.77,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,3,10.64,139.48,70.96,67.59,37.84,10.39,137.59,14.32,161.56,17.32,173.62,-3.68,5.20,174.5,157.4,179.86,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,6,10.89,140.78,71.85,68.77,38.81,10.39,137.59,14.38,162.37,17.38,167.79,-3.49,4.32,174.5,157.4,181.00,-10.83,0.90,-0.00348,0.50,0.78,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,9,11.14,141.86,72.89,69.84,39.8,10.39,137.59,14.43,159.70,17.43,157.01,-3.29,2.76,174.5,157.4,176.14,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,12,11.39,142.55,73.32,71.24,40.75,10.39,137.59,14.53,160.23,17.53,197.84,-3.14,8.44,174.5,157.4,176.64,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,15,11.64,144.66,74.91,71.9,41.63,10.39,137.59,14.51,161.08,17.51,163.51,-2.87,3.64,174.5,157.4,178.19,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,18,11.89,145.57,75.32,72.17,42.86,10.39,137.59,14.61,161.71,17.61,152.32,-2.72,2.04,174.5,157.4,178.85,-10.01,0.74,-0.00242,0.58,0.81,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,21,12.14,146.08,76.55,73.15,43.74,10.39,137.59,14.62,159.13,17.62,196.91,-2.48,8.20,174.5,157.4,174.39,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,24,12.39,148.13,76.98,74.3,44.4,10.39,137.59,14.72,160.10,17.72,184.49,-2.33,6.40,174.5,157.4,175.69,-8.61,0.64,-0.00167,0.62,0.84,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,27,12.64,149.73,77.52,75.01,46.3,10.39,137.59,14.80,160.86,17.80,148.56,-2.16,1.48,174.5,157.4,176.70,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,30,12.89,150.1,78.58,75.97,46.52,10.39,137.59,14.82,161.05,17.82,196.75,-1.93,7.96,174.5,157.4,176.93,-8.61,0.64,-0.00167,0.62,0.85,Pre-Pubertal
Middle_10,Leo Jenkins,Middle,33,13.14,152.09,79.8,76.85,47.82,10.39,137.59,14.82,158.88,17.82,177.42,-1.68,5.36,174.5,157.4,173.29,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_10,Leo Jenkins,Middle,36,13.39,153.43,80.45,77.7,49.07,10.39,137.59,14.88,159.47,17.88,168.76,-1.49,4.16,174.5,157.4,174.08,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_10,Leo Jenkins,Middle,39,13.64,154.47,81.09,78.68,49.19,10.39,137.59,14.94,159.96,17.94,146.35,-1.30,1.16,174.5,157.4,174.69,-7.13,0.59,-0.00116,0.61,0.88,PHV Initial Stage
Middle_10,Leo Jenkins,Middle,42,13.89,154.76,82.5,79.03,50.13,10.39,137.59,14.91,159.99,17.91,214.59,-1.02,10.24,174.5,157.4,174.86,-7.13,0.59,-0.00116,0.61,0.89,PHV Initial Stage
Middle_10,Leo Jenkins,Middle,45,14.14,157.32,83.17,80.25,50.92,10.39,137.59,14.96,158.13,17.96,179.99,-0.82,5.60,174.5,157.4,171.61,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_10,Leo Jenkins,Middle,48,14.39,158.72,83.9,81.1,52.27,10.39,137.59,15.00,158.72,18.00,155.26,-0.61,2.32,174.5,157.4,172.45,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_10,Leo Jenkins,Middle,51,14.64,159.3,85.17,81.56,53.28,10.39,137.59,14.98,158.88,17.98,197.06,-0.34,7.84,174.5,157.4,172.80,-5.76,0.61,-0.00083,0.55,0.92,PHV Second Stage
Middle_10,Leo Jenkins,Middle,54,14.89,161.26,86.26,82.5,53.74,10.39,137.59,14.97,159.57,17.97,171.53,-0.08,4.48,174.5,157.4,173.99,-5.76,0.61,-0.00083,0.55,0.93,PHV Second Stage
Middle_10,Leo Jenkins,Middle,57,15.14,162.38,86.49,83.65,54.16,10.39,137.59,15.07,157.65,18.07,161.85,0.07,3.16,174.5,157.4,170.52,-4.51,0.69,-0.00059,0.43,0.95,Post-Pubertal
Middle_10,Leo Jenkins,Middle,60,15.39,163.17,87.12,84.54,56.42,10.39,137.59,15.11,158.05,18.11,161.99,0.28,3.16,174.5,157.4,171.05,-4.51,0.69,-0.00059,0.43,0.95,Post-Pubertal
Late_1,Gabriel Hayes,Late,0,11.26,141.75,72.62,69.16,37.01,11.26,141.75,14.52,164.18,17.52,201.14,-3.26,9.48,191.8,169.9,184.80,-10.01,0.74,-0.00242,0.58,0.77,Pre-Pubertal
Late_1,Gabriel Hayes,Late,3,11.51,144.12,73.02,70.29,37.94,11.26,141.75,14.63,165.45,17.63,143.79,-3.12,0.32,191.8,169.9,186.54,-10.01,0.74,-0.00242,0.58,0.77,Pre-Pubertal
Late_1,Gabriel Hayes,Late,6,11.76,144.2,73.66,70.82,37.42,11.26,141.75,14.71,165.75,17.71,232.85,-2.95,14.12,191.8,169.9,186.61,-10.01,0.74,-0.00242,0.58,0.77,Pre-Pubertal
Late_1,Gabriel Hayes,Late,9,12.01,147.73,74.46,71.77,39.16,11.26,141.75,14.77,164.95,17.77,206.10,-2.76,9.88,191.8,169.9,184.77,-8.61,0.64,-0.00167,0.62,0.80,Pre-Pubertal
Late_1,Gabriel Hayes,Late,12,12.26,150.2,75.04,73.09,39.69,11.26,141.75,14.86,166.06,17.86,172.09,-2.60,4.60,191.8,169.9,186.34,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Late_1,Gabriel Hayes,Late,15,12.51,151.35,74.76,73.31,39.68,11.26,141.75,15.03,167.00,18.03,221.93,-2.52,11.84,191.8,169.9,187.07,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Late_1,Gabriel Hayes,Late,18,12.76,154.31,75.78,74.21,40.85,11.26,141.75,15.06,168.14,18.06,165.16,-2.30,3.44,191.8,169.9,188.95,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_1,Gabriel Hayes,Late,21,13.01,155.17,76.93,74.78,41.33,11.26,141.75,15.08,165.57,18.08,183.47,-2.07,6.12,191.8,169.9,184.29,-7.13,0.59,-0.00116,0.61,0.84,Pre-Pubertal
Late_1,Gabriel Hayes,Late,24,13.26,156.7,76.62,75.57,41.86,11.26,141.75,15.26,166.56,18.26,199.69,-2.00,8.28,191.8,169.9,185.19,-7.13,0.59,-0.00116,0.61,0.85,Pre-Pubertal
Late_1,Gabriel Hayes,Late,27,13.51,158.77,77.4,76.12,42.46,11.26,141.75,15.31,167.40,18.31,180.66,-1.80,5.52,191.8,169.9,186.41,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
Late_1,Gabriel Hayes,Late,30,13.76,160.15,78.43,77.36,42.53,11.26,141.75,15.33,167.93,18.33,213.01,-1.57,10.08,191.8,169.9,187.23,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Late_1,Gabriel Hayes,Late,33,14.01,162.67,78.57,78.22,44.27,11.26,141.75,15.45,165.84,18.45,174.56,-1.44,4.56,191.8,169.9,183.06,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Late_1,Gabriel Hayes,Late,36,14.26,163.81,79.42,78.87,44.62,11.26,141.75,15.49,166.33,18.49,227.37,-1.23,11.84,191.8,169.9,183.75,-5.76,0.61,-0.00083,0.55,0.89,PHV Initial Stage
Late_1,Gabriel Hayes,Late,39,14.51,166.77,79.75,79.61,44.65,11.26,141.75,15.59,167.63,18.59,210.67,-1.08,9.40,191.8,169.9,185.55,-5.76,0.61,-0.00083,0.55,0.90,PHV Initial Stage
Late_1,Gabriel Hayes,Late,42,14.76,169.12,80.58,81.06,45.57,11.26,141.75,15.63,168.56,18.63,172.11,-0.87,4.12,191.8,169.9,186.97,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Late_1,Gabriel Hayes,Late,45,15.01,170.15,80.71,80.74,45.58,11.26,141.75,15.75,166.02,18.75,213.64,-0.74,9.60,191.8,169.9,182.24,-4.51,0.69,-0.00059,0.43,0.93,PHV Second Stage
Late_1,Gabriel Hayes,Late,48,15.26,172.55,81.91,81.6,47.19,11.26,141.75,15.73,166.96,18.73,188.07,-0.47,6.20,191.8,169.9,183.88,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Late_1,Gabriel Hayes,Late,51,15.51,174.1,82.39,83.34,47.81,11.26,141.75,15.81,167.77,18.81,202.74,-0.30,8.08,191.8,169.9,184.94,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Late_1,Gabriel Hayes,Late,54,15.76,176.12,82.67,83,47.78,11.26,141.75,15.91,168.83,18.91,201.38,-0.15,7.80,191.8,169.9,186.32,-4.51,0.69,-0.00059,0.43,0.95,PHV Second Stage
Late_1,Gabriel Hayes,Late,57,16.01,178.07,83.24,84.4,48.72,11.26,141.75,15.97,167.14,18.97,200.95,0.04,7.68,191.8,169.9,183.33,-3.49,0.83,-0.00037,0.24,0.97,Post-Pubertal
Late_1,Gabriel Hayes,Late,60,16.26,179.99,83.93,85.28,49.49,11.26,141.75,16.01,168.21,19.01,201.27,0.25,7.68,191.8,169.9,184.93,-3.49,0.83,-0.00037,0.24,0.97,Post-Pubertal
Late_2,Asher Gomez,Late,0,11.38,138.86,70.71,68.15,38.82,11.38,138.86,14.79,159.90,17.79,167.05,-3.41,4.40,181.6,165.7,178.42,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Late_2,Asher Gomez,Late,3,11.63,139.96,71.43,68.57,39.26,11.38,138.86,14.86,160.56,17.86,192.04,-3.23,8.20,181.6,165.7,179.23,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Late_2,Asher Gomez,Late,6,11.88,142.01,71.94,69.92,38.97,11.38,138.86,14.96,161.66,17.96,178.35,-3.08,6.00,181.6,165.7,180.76,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Late_2,Asher Gomez,Late,9,12.13,143.51,72.71,71.06,39.81,11.38,138.86,15.03,160.11,18.03,209.61,-2.90,10.64,181.6,165.7,177.58,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Late_2,Asher Gomez,Late,12,12.38,146.17,73.1,72.35,40.9,11.38,138.86,15.14,161.33,18.14,160.75,-2.76,3.24,181.6,165.7,179.27,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_2,Asher Gomez,Late,15,12.63,146.98,74.58,72.74,41.6,11.38,138.86,15.12,161.57,18.12,208.43,-2.49,10.32,181.6,165.7,179.78,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_2,Asher Gomez,Late,18,12.88,149.56,74.52,74.57,41.64,11.38,138.86,15.28,162.91,18.28,177.48,-2.40,5.60,181.6,165.7,181.43,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_2,Asher Gomez,Late,21,13.13,150.96,75.48,75.16,42.57,11.38,138.86,15.31,160.71,18.31,194.60,-2.18,8.04,181.6,165.7,177.37,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
Late_2,Asher Gomez,Late,24,13.38,152.97,75.56,76.63,42.09,11.38,138.86,15.45,161.72,18.45,192.04,-2.07,7.52,181.6,165.7,178.57,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Late_2,Asher Gomez,Late,27,13.63,154.85,77.1,76.96,43.09,11.38,138.86,15.41,162.27,18.41,158.27,-1.78,2.76,181.6,165.7,179.68,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Late_2,Asher Gomez,Late,30,13.88,155.54,77.38,78.24,44.07,11.38,138.86,15.53,162.77,18.53,223.75,-1.65,11.88,181.6,165.7,180.08,-7.13,0.59,-0.00116,0.61,0.86,PHV Initial Stage
Late_2,Asher Gomez,Late,33,14.13,158.51,78.55,79.21,44.18,11.38,138.86,15.53,160.75,18.53,146.29,-1.40,1.04,181.6,165.7,176.59,-5.76,0.61,-0.00083,0.55,0.90,PHV Initial Stage
Late_2,Asher Gomez,Late,36,14.38,158.77,78.57,80.72,45.42,11.38,138.86,15.67,161.15,18.67,196.88,-1.29,7.96,181.6,165.7,176.74,-5.76,0.61,-0.00083,0.55,0.90,PHV Initial Stage
Late_2,Asher Gomez,Late,39,14.63,160.76,79.31,81.47,45.39,11.38,138.86,15.72,161.97,18.72,196.69,-1.09,7.88,181.6,165.7,177.95,-5.76,0.61,-0.00083,0.55,0.90,PHV Second Stage
Late_2,Asher Gomez,Late,42,14.88,162.73,80.3,82.38,45.78,11.38,138.86,15.73,162.71,18.73,210.35,-0.85,9.72,181.6,165.7,179.14,-5.76,0.61,-0.00083,0.55,0.91,PHV Second Stage
Late_2,Asher Gomez,Late,45,15.13,165.16,80.85,83.44,46.24,11.38,138.86,15.81,160.84,18.81,181.93,-0.68,5.80,181.6,165.7,175.74,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Late_2,Asher Gomez,Late,48,15.38,166.61,81.42,84.54,47.43,11.38,138.86,15.87,161.56,18.87,201.19,-0.49,8.32,181.6,165.7,176.73,-4.51,0.69,-0.00059,0.43,0.94,PHV Second Stage
Late_2,Asher Gomez,Late,51,15.63,168.69,82.13,85.87,47.16,11.38,138.86,15.92,162.52,18.92,200.98,-0.29,8.24,181.6,165.7,178.16,-4.51,0.69,-0.00059,0.43,0.95,PHV Second Stage
Late_2,Asher Gomez,Late,54,15.88,170.75,83.01,86.68,47.98,11.38,138.86,15.94,163.41,18.94,150.65,-0.06,1.56,181.6,165.7,179.57,-4.51,0.69,-0.00059,0.43,0.95,Post-Pubertal
Late_2,Asher Gomez,Late,57,16.13,171.14,83.24,87.4,48.36,11.38,138.86,16.05,161.35,19.05,243.41,0.08,13.64,181.6,165.7,175.81,-3.49,0.83,-0.00037,0.24,0.97,Post-Pubertal
Late_2,Asher Gomez,Late,60,16.38,174.55,84.93,89,49.01,11.38,138.86,15.95,162.88,18.95,242.09,0.43,13.64,181.6,165.7,178.65,-3.49,0.83,-0.00037,0.24,0.98,Post-Pubertal
Late_3,Caleb Patterson,Late,0,11.26,140.41,71.51,68.25,38.41,11.26,140.41,14.64,161.15,17.64,169.23,-3.38,4.52,183.4,163.9,179.58,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Late_3,Caleb Patterson,Late,3,11.51,141.54,72.37,70.34,38.34,11.26,140.41,14.70,161.77,17.70,162.30,-3.19,3.40,183.4,163.9,180.42,-10.01,0.74,-0.00242,0.58,0.78,Pre-Pubertal
Late_3,Caleb Patterson,Late,6,11.76,142.39,72.87,70.93,40.09,11.26,140.41,14.79,162.37,17.79,198.69,-3.03,8.92,183.4,163.9,181.02,-10.01,0.74,-0.00242,0.58,0.79,Pre-Pubertal
Late_3,Caleb Patterson,Late,9,12.01,144.62,73.75,71.34,39.86,11.26,140.41,14.85,161.04,17.85,233.17,-2.84,14.08,183.4,163.9,178.29,-8.61,0.64,-0.00167,0.62,0.81,Pre-Pubertal
Late_3,Caleb Patterson,Late,12,12.26,148.14,73.81,72.44,40.69,11.26,140.41,14.99,162.64,17.99,161.94,-2.73,3.20,183.4,163.9,180.53,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_3,Caleb Patterson,Late,15,12.51,148.94,74.94,73.33,40.94,11.26,140.41,15.01,162.99,18.01,172.01,-2.50,4.68,183.4,163.9,181.04,-8.61,0.64,-0.00167,0.62,0.82,Pre-Pubertal
Late_3,Caleb Patterson,Late,18,12.76,150.11,75.46,74.31,41.55,11.26,140.41,15.10,163.63,18.10,185.01,-2.34,6.52,183.4,163.9,181.78,-8.61,0.64,-0.00167,0.62,0.83,Pre-Pubertal
Late_3,Caleb Patterson,Late,21,13.01,151.74,76.2,75.34,42.27,11.26,140.41,15.16,161.57,18.16,154.49,-2.15,2.04,183.4,163.9,177.84,-7.13,0.59,-0.00116,0.61,0.85,PHV Initial Stage
